데이터기준일자,전화번호,대표자명,홈페이지주소,휴무일,공휴일운영종료시각,공휴일운영시작시각,주말운영종료시각,주말운영시작시각,평일운영종료시각,평일운영시작시각,수입차요금,레저용차요금,승합차요금,대형차요금,중형차요금,소형차요금,경차요금,전기승합자동차보유대수,전기승용자동차보유대수,승합차보유대수,승용차보유대수,자동차총보유대수,보유차고지수용능력,차고지지번주소,차고지도로명주소,경도,위도,소재지지번주소,소재지도로명주소,사업장구분,업체명,제공기관코드,제공기관명
2019-12-26,02-3663-8805,한상태,,,,,,,18:00,09:00,,,,,,,,0,0,3,42,45,650,서울특별시 양천구 신월동 21-1,서울특별시 양천구 월정로 257,126.8632383270,37.5521453727,"서울특별시 강서구 등촌동 649-14, 203-2호","서울특별시 강서구 공항대로509(등촌동, 우림보보카운티뷰오피스텔 203-2)",주사업장,바로이렌트카㈜,3150000,서울특별시 강서구
2019-12-26,1588-2987,박명희,,,,,,,18:00,09:00,,,,,,,,0,0,2,141,143,650,서울특별시 강서구 화곡동 61-184,서울특별시 강서구 까치산로10길 70,126.8444610319,37.558839,서울특별시 강서구 등촌동 667-4,서울특별시 강서구 강서로56길102,주사업장,향우렌트카㈜,3150000,서울특별시 강서구
2019-12-26,02-2642-4000,조순예,,,,,,,18:00,09:00,,,,,,,,0,0,0,5,5,230,서울특별시 송파구 송파동85-3,서울특별시 송파구 백제고분로42길 4-21,126.8124877563,37.561706,"서울특별시 강서구 공항동 25-4, 401호","서울특별시 강서구 공항대로7길8, 401호",주사업장,㈜대운,3150000,서울특별시 강서구
2019-09-03,1566-3353,임대규,,,,,,,18:30,08:30,,,,,,,,0,0,2,181,183,,,경기도 안양시 동안구 관평로170번길 33,126.972675,37.349161,"경기도 의왕시 고천동 290-2, 220호(대영골든밸리)","경기도 의왕시 경수대로 257, 220호(고천동, 대영골든밸리)",영업소,㈜오토핸즈마이렌터카 의왕영업소,3170000,서울특별시 금천구
2019-09-03,1566-3353,임대규,,,,,,,18:30,08:30,,,,,,,,0,0,0,10,10,,서울특별시 서초구 방배동 1002,서울특별시 서초구 명달로9길 5,126.8957091,37.4687580,서울특별시 금천구 독산동 291-1,"서울특별시 금천구 두산로 70, 621호(현대지식산업센터)",주사업장,㈜오토핸즈마이렌터카,3170000,서울특별시 금천구
2019-09-03,02-1588-3340,이준호,,,,,,,10:30,08:00,,,,,,,,0,0,10,607,617,,"제주특별자치도 제주시 용담2동 1554-1, 제주특별자치도 제주시 오라2동 3316-11, 3316-3, 제주특별자치도 제주시 아라이동 278-3",제주특별자치도 제주시 공항로1길 34,126.497412,33.504351,제주특별자치도 제주시 용담이동 1536-1,제주특별자치도 제주시 공항로1길 9(용담이동),영업소,(주)채영앤지 제주영업소,3170000,서울특별시 금천구
2019-09-03,02-1588-3340,이준호,,,,,,,10:30,08:00,,,,,,,,0,0,0,0,0,,서울특별시 성북구 삼선동3가 43-1,서울특별시 성북구 보문로29길 49(경동고 공영주차장),126.8863566,37.4809568,"서울특별시 금천구 가산동 60-3, 11층 1109호","서울특별시 금천구 디지털로9길 68, 11층 1109호(가산동, 대륭포스트타워5차)",주사업장,(주)채영앤지,3170000,서울특별시 금천구
2019-09-03,02-861-9951,여찬동,,,,,,,18:00,09:00,,,,,,,,0,0,5,129,134,,서울특별시 서초구 양재동 225번지외 3필지,서울특별시 서초구 양재대로12길 25,126.8768097,37.4793464,"서울특별시 금천구 가산동 543-1, 534호","서울특별시 금천구 서부샛길 606, 534호(가산동,대성폴리스지식산업센터)",주사업장,(주)현렌터카,3170000,서울특별시 금천구
2019-09-03,02-862-3348,장욱,,,,,,,10:30,08:00,,,,,,,,0,0,21,705,726,,"제주특별자치도 제주시 애월읍 유수암리 2661, 제주특별자치도 제주시 애월읍 공성10길5, 제주특별자치도 제주시 용당2동 1524-12, 제주특별자치도 제주시 용담2동 1526, 제주특별자치도 제주시 용담2동 1527, 제주특별자치도 제주시 용담2동 1527-2, 제주특별자치도 제주시 용담2동 1542, 제주특별자치도 제주시 도두이동 101-번지",제주특별자치도 제주시 애월읍 유수암서길 17,126.4984651,33.5049028,제주특별자치도 제주시 용담이동 1524-12,제주특별자치도 제주시 용문로 20,영업소,(주)제주스타렌탈 제주영업소,3170000,서울특별시 금천구
2019-09-03,02-862-3348,장욱,,,,,,,10:30,08:00,,,,,,,,0,0,0,0,0,,서울특별시 성북구 삼선동3가 43-1,서울특별시 성북구 보문로29길 49(경동고 공영주차장),126.8863566,37.4809568,"서울특별시 금천구 가산동 60-3, 11층 1108호( 대륭포스트타워5차)","서울특별시 금천구 디지털로9길 68, 11층 1108호(가산동, 대륭포스트타워5차)",주사업장,(주)제주스타렌탈,3170000,서울특별시 금천구
2019-09-03,1522-4633,이재우,,,,,,,18:00,09:00,,,,,,,,0,30,0,0,30,,"서울특별시 금천구 가산동 569-21,B2(가산동,대륭테크노타운2차)","서울특별시 금천구 가산디지털1로 33-33, B2(가산동,대륭테크노타운2차)",126.884633,37.468493,"서울특별시 금천구 가산동 569-21, 804호(대륭테크노타운2차)","서울특별시 금천구 가산디지털1로 33-33, 804호(가산동, 대륭테크노타운2차)",주사업장,지밸리카셰어링 협동조합,3170000,서울특별시 금천구
2019-09-03,02-3286-3031,김종술,,,,,,,19:00,09:00,,,,,,,,0,0,0,1,1,,인천광역시 서구 원창동 390-1,인천광역시 서구 북항로120번길 28-47,126.638566066,37.509469,인천광역시 서구 원창동 390-1,인천광역시 서구 북항로120번길 28-47,영업소,㈜한울렌터카 서인천영업소,3170000,서울특별시 금천구
2019-09-03,02-3286-3031,김종술,,,,,,,19:00,09:00,,,,,,,,0,0,0,7,7,,인천광역시 서구 왕길동 660-4(트리플타워 주차빌딩),인천광역시 서구 완정로165번길 8(트리플타워 주차장),126.7358762,37.529484,인천광역시 계양구 작전동 921-14,인천광역시 계양구 까치말로41번길 4-1(작전동),영업소,㈜한울렌터카 인천영업소,3170000,서울특별시 금천구
2019-09-03,02-3286-3031,김종술,,,,,,,19:00,09:00,,,,,,,,0,0,1,46,47,,"서울특별시 금천구 독산동 885-26, 서울특별시 서초구 양재동 225,225-4~7,226(필주차장)",서울특별시 금천구 문성로1길 26,126.897077,37.4693273,"서울특별시 금천구 독산동 291-5, 5층 F511호(독산동)","서울특별시 금천구 시흥대로 399, 5층 F511호(독산동)",주사업장,㈜한울렌터카,3170000,서울특별시 금천구
2019-09-03,070-4680-4700,임종천,,,,,,,18:00,09:00,,,,,,,,0,0,1,9,10,,서울특별시 금천구 독산동 152-3,서울특별시 금천구 시흥대로 435,126.863224,37.554222,서울특별시 강서구 등촌동 635-12,서울특별시 강서구 공항대로59길 57,영업소,㈜뉴현대드림렌트카 강서영업소,3170000,서울특별시 금천구
2019-09-03,070-4680-4700,임종천,,,,,,,18:00,09:00,,,,,,,,0,0,0,29,29,,경기도 용인시 처인구 일산리 48-7,경기도 용인시 처인구 모현면 외개일로135번길 39,127.224551,37.342913,"경기도 용인시 처인구 모현면 매산리 196-20, 1층","경기도 용인시 처인구 곡현로663번길 3, 1층",영업소,㈜뉴현대드림렌트카 용인영업소,3170000,서울특별시 금천구
2019-09-03,070-4680-4700,임종천,,,,,,,18:00,09:00,,,,,,,,0,0,5,31,36,,,인천광역시 서구 중봉대로612번길 10-17(청라타워돔주차장),126.711784,37.489687,인천광역시 부평구 부평동 284-46,"인천광역시 부평구 신촌로 71-4, 2층",영업소,㈜뉴현대드림렌트카 인천영업소,3170000,서울특별시 금천구
2019-09-03,070-4680-4700,임종천,,,,,,,18:00,09:00,,,,,,,,0,0,1,13,14,,"경기도 남양주시 와부읍 덕소리 469-1 ,2",경기도 남양주시 와부읍 덕소로 92-4,127.2088313392,37.5876832216,경기도 남양주시 와부읍 덕소리 590-6,경기도 남양주시 와부읍 덕소로51,영업소,㈜뉴현대드림렌트카 남양주영업소,3170000,서울특별시 금천구
2019-09-03,070-4680-4700,임종천,,,,,,,18:00,09:00,,,,,,,,0,0,3,17,20,,경기도 이천시 중리동 229-3,경기도 이천시 중리동 남천로 72,127.445171,37.276795,경기도 이천시 중리동 229-3,경기도 이천시 남천로 72,영업소,㈜뉴현대드림렌트카 이천영업소,3170000,서울특별시 금천구
2019-09-03,070-4680-4700,임종천,,,,,,,18:00,09:00,,,,,,,,0,0,5,60,65,,서울특별시 금천구 독산동 152-3,서울특별시 금천구 시흥대로 435,126.8957091,37.4687580,서울특별시 금천구 독산동 291-1,"서울특별시 금천구 두산로70, A동 T209호",주사업장,㈜뉴현대드림렌트카,3170000,서울특별시 금천구
2019-09-03,02-3286-3031,박기동,,,,,,,19:00,09:00,,,,,,,,0,0,0,0,0,,"서울특별시 서초구 양재동 225, 225-4,5, 226",서울특별시 서초구 양재대로12길 25,126.848775,37.5502707,"서울특별시 강서구 화곡동 981-1, 306호(서광프리메라))","서울특별시 강서구 화곡로 292(화곡동, 서광프리메라)",영업소,㈜와이렌트카 강서영업소,3170000,서울특별시 금천구
2019-09-03,02-3286-3031,박기동,,,,,,,19:00,09:00,,,,,,,,0,0,0,0,0,,,경기도 구리시 경춘북로 299(대일주차장),127.1299549,37.6005789,경기도 구리시 교문동 270-2,경기도 구리시 경춘로 132(교문동),영업소,㈜와이렌트카 구리영업소,3170000,서울특별시 금천구
2019-09-03,02-3286-3031,박기동,,,,,,,19:00,09:00,,,,,,,,0,0,0,0,0,,"서울특별시 서초구 양재동 225, 225-4,5, 226",서울특별시 서초구 양재대로12길 25,126.9252727,37.4838645,서울특별시 관악구 신림동 1464-20,서울특별시 관악구 남부순환로 1573,영업소,㈜와이렌트카 신림영업소,3170000,서울특별시 금천구
2019-09-03,02-3286-3031,박기동,,,,,,,19:00,09:00,,,,,,,,0,0,0,0,0,,"서울특별시 서초구 양재동 225, 225-4,5, 226",서울특별시 서초구 양재대로12길 25,126.8421347295,37.4834049876,서울특별시 구로구 천왕동 산13-1,서울특별시 구로구 오리로 1100,영업소,㈜와이렌트카 구로영업소,3170000,서울특별시 금천구
2019-09-24,031-833-2822,표현명,,,00:00,00:00,18:00,09:00,18:00,09:00,,,,,,,,0,0,0,0,0,100,경기도 연천군 전곡읍 전곡리 292-3,,127.0667152937,38.0222231788,경기도 연천군 전곡읍 전곡리 292,경기도 연천군 전곡읍 양연로 1601,영업소,롯데렌탈㈜,4140000,경기도 연천군
2019-09-24,031-834-7471,백성현,,,00:00,00:00,18:00,09:00,18:00,09:00,,,,,,,,0,0,9,111,120,1602,"경기도 연천군 신서면 대광리 1035-1,4,5,6,7",,127.0905150194,38.1235605448,경기도 연천군 연천읍 옥산리 174-1,경기도 연천군 연천읍 합내로854번길 383,영업소,경동렌트카㈜,4140000,경기도 연천군
2019-09-24,031-833-9990,양종문,,,00:00,00:00,18:00,09:00,18:00,09:00,,,,,,,,0,0,2,11,13,189,경기도 연천군 전곡읍 전곡리 233-16,,127.0693778669,38.0148520593,경기도 연천군 전곡읍 전곡리 217-5,경기도 연천군 전곡읍 평화로 497,영업소,㈜금마렌터카,4140000,경기도 연천군
2019-09-24,031-832-7725,박영남,,,00:00,00:00,18:00,09:00,18:00,09:00,,,,,,,,0,0,0,6,6,200,경기도 연천군 전곡읍 전곡리 85-29,,127.0700780428,38.0134858385,경기도 연천군 전곡읍 전곡리 85-29,경기도 연천군 전곡읍 한여울로 146,영업소,(합자)건아통운렌트카,4140000,경기도 연천군
2019-09-17,054-655-4474,김해일,,,,,18:00,09:00,18:00,09:00,,,,,,,,0,0,0,3,3,,경상북도 예천군 예천읍 통명리 85-19,경상북도 예천군 예천읍 보문로 185-1,128.483595,36.660491,경상북도 예천군 예천읍 통명리 85-18,경상북도 예천군 예천읍 보문로 185-1,영업소,㈜글로벌금오렌트카,5230000,경상북도 예천군
2019-09-17,054-655-4500,심재용,,,,,18:00,09:00,18:00,09:00,,,,,,,,0,0,3,3,6,,경상북도 예천군 지보면 소화리 449-1,경상북도 예천군 지보면 지보로 107,128.44811517,36.6545047064,경상북도 예천군 예천읍 서본리 64-6,경상북도 예천군 예천읍 효자로 33,영업소,㈜경일알씨,5230000,경상북도 예천군
2019-09-17,054-655-4242,김순희,,연중,18:00,09:00,18:00,09:00,18:00,09:00,,,,,,,,0,0,2,7,9,,경상북도 예천군 예천읍 청복리 864,경상북도 예천군 예천읍 양궁로 50,128.460793,36.648021,경상북도 예천군 예천읍 청복리 864,경상북도 예천군 예천읍 양궁로 50,영업소,㈜대구렌트카,5230000,경상북도 예천군
2019-09-17,054-654-9955,권태국,,,,,18:00,09:00,18:00,09:00,,,,,,,,0,0,1,7,8,,경상북도 예천군 예천읍 통명리 24-10,경상북도 예천군 예천읍 보문로 207,128.444047,36.649207,경상북도 예천군 예천읍 대심리 68-6,경상북도 예천군 예천읍 대심3길 7,영업소,㈜삼성렌트카,5230000,경상북도 예천군
2019-09-17,054-655-8415,김도한,,,,,18:00,09:00,18:00,09:00,,,,,,,,0,0,4,22,26,,경상북도 예천군 예천읍 석정리 63,경상북도 예천군 예천읍 석정길 291,128.472229,36.637231,경상북도 예천군 예천읍 청복리 222-3,경상북도 예천군 예천읍 양궁로 226,영업소,㈜인스렌터카,5230000,경상북도 예천군
2019-09-17,054-654-2114,남기성,,,,,18:00,09:00,18:00,09:00,,,,,,,,0,0,1,1,2,,"경상북도 예천군 지보면 지보리 488-2, 488-3",경상북도 예천군 지보면 지보길 62,128.442407132,36.648729,경상북도 예천군 예천읍 대심리 75,경상북도 예천군 예천읍 대심1길 12 태정주택 102호,영업소,㈜인스렌터카,5230000,경상북도 예천군
2020-01-13,041-936-3636,김민태,,,,,,,20:00,10:00,,,,,,,,0,0,7,86,93,140,,충청남도 보령시 대청로 401-20,126.5925182,36.3431836,충청남도 보령시 궁촌동 354-2,충청남도 보령시 대해로 66,주사업장,㈜하늘렌트카,4510000,충청남도 보령시
2019-09-06,055-673-7333,황정욱,,,,,,,23:00,09:00,,,,,,,,0,0,0,5,5,,,경상남도 고성군 고성읍 동외리 110-3,128.333490288,34.9752041968,경상남도 고성군 고성읍 동외리 110-3,경상남도 고성군 고성읍 중앙로 124,영업소,㈜블루렌트카,5420000,경상남도 고성군
2019-09-06,055-672-7742,정호종,,,,,,,23:00,09:00,,,,,,,,0,0,2,9,11,,,경상남도 고성군 고성읍 동외리 221-3,128.330019,34.9741064158,경상남도 고성군 고성읍 동외리 221-3,경상남도 고성군 고성읍 중앙로 104번길 40,영업소,㈜뉴하이렌트카,5420000,경상남도 고성군
2019-09-06,055-673-9222,김동환,,,,,,,23:00,09:00,,,,,,,,0,0,4,58,62,,,경상남도 고성군 고성읍 율대리 662-5,128.334443,34.9698582713,경상남도 고성군 고성읍 율대리 662-5,경상남도 고성군 고성읍 남해안대로 2533,영업소,㈜스마트렌트카,5420000,경상남도 고성군
2019-09-06,055-673-5757,유동민,,,,,,,23:00,09:00,,,,,,,,0,0,3,27,30,,,경상남도 고성군 고성읍 동외리 162-7,128.329551,34.9749261339,경상남도 고성군 고성읍 동외리 162-7,경상남도 고성군 고성읍 중앙로 88,영업소,㈜삼성렌트카,5420000,경상남도 고성군
2019-11-26,031-564-0127,,,,,,,,19:00,09:00,,,,,,,,0,0,0,52,52,,,경기도 구리시 이문안로136번길 7(토평동) 토평주차빌딩,127.146625,37.590557,,"경기도 구리시 이문안로136번길 7, 301호(토평동)",주사업장,우리렌트카,3980000,경기도 구리시
2019-09-06,055-672-6585,남경태,,,,,,,23:00,09:00,,,,,,,,0,0,0,22,22,,,경상남도 고성군 고성읍 송학리 416-83,128.32479553,34.9817022403,경상남도 고성군 고성읍 송학리 416-83,경상남도 고성군 고성읍 송학고분로 319,영업소,㈜서경렌트카,5420000,경상남도 고성군
2019-09-06,055-672-8181,정재헌,,,,,,,23:00,09:00,,,,,,,,0,0,0,2,2,,,경상남도 고성군 고성읍 동외리 160-7,128.329896,34.9754314053,경상남도 고성군 고성읍 동외리 160-7,"경상남도 고성군 고성읍 중앙로 91, 104호",영업소,㈜조은렌트카,5420000,경상남도 고성군
2019-09-06,055-673-2220,이창권,,,,,,,23:00,09:00,,,,,,,,0,0,3,18,21,,,경상남도 고성군 고성읍 동외리 125-6,128.333651,34.9764822795,경상남도 고성군 고성읍 동외리 125-6,경상남도 고성군 고성읍 남해안대로 2609,영업소,㈜동아렌트카,5420000,경상남도 고성군
2019-09-06,055-674-0076,정재헌,,,,,,,23:00,09:00,,,,,,,,0,0,2,6,8,,,경상남도 고성군 고성읍 동외리 160-7,128.329867323,34.9754314053,경상남도 고성군 고성읍 동외리 160-7,"경상남도 고성군 고성읍 중앙로 91, 104호",영업소,㈜세종통운,5420000,경상남도 고성군
2019-09-03,1877-7708,이호성,,,,,,,18:00,09:00,,,,,,,,0,30,0,2,32,,,"서울특별시 강서구 마곡중앙로6로 16, 3층(마곡동)",126.8824997,37.479835,서울특별시 금천구 가산동 371-28,"서울특별시 금천구 가산디지털1로 168, 비동 408호(가산동, 우림라이온스밸리)",주사업장,㈜바로렌터카,3170000,서울특별시 금천구
2019-09-03,02-3775-1967,송윤화,,,,,,,18:00,09:00,,,,,,,,0,0,0,66,66,,,서울특별시 강서구 마곡동로10길 46,126.8768097,37.4793464,서울특별시 금천구 가산동 543-1,"서울특별시 금천구 서부샛길 606, 비동 2203호(가산동, 대성디폴리스지식산업센터)",주사업장,㈜제스퍼앤컴퍼니,3170000,서울특별시 금천구
2019-09-03,02-3775-1967,송윤화,,,,,,,18:00,09:00,,,,,,,,0,0,4,465,469,,,"서울특별시 양천구 가로공원로 72, 서울시 강서구 마곡동로10길 46",126.7434170,37.5426371,인천광역시 계양구 용종동 225-7,인천광역시 계양구 용마루3길 2,영업소,㈜카일이삼제스퍼 인천영업소,3170000,서울특별시 금천구
2019-09-03,02-3775-1967,송윤화,,,,,,,18:00,09:00,,,,,,,,0,0,3,28,31,,,서울특별시 영등포구 가로공원로 72,126.8768097,37.4793464,서울특별시 금천구 가산동 543-1,"서울특별시 금천구 서부샛길 606, 비동 2203호(가산동, 대성디폴리스지식산업센터)",주사업장,㈜카일이삼제스퍼,3170000,서울특별시 금천구
2019-09-03,1566-3353,임대규,,,,,,,18:30,08:30,,,,,,,,0,0,0,0,0,,,경기도 고양시 일산서구 킨텍스로 217-6,126.747684,37.666207,경기도 고양시 일산서구 대화동 2601,경기도 고양시 일산서구 킨텍스로 217-6,영업소,㈜오토핸즈마이렌터카 일산영업소,3170000,서울특별시 금천구
2019-07-03,033-655-0053,,,,,,,,00:00,09:00,,,,,,,,0,0,2,11,13,,,강원도 강릉시 관솔길 59 (회산동),128.879852,37.755224,강원도 강릉시 홍제동 991,강원도 강릉시 하슬라로 18(홍제동),영업소,㈜현대관광렌트카,4200000,강원도 강릉시
2019-07-03,033-655-0053,,,,,,,,00:00,09:00,,,,,,,,0,0,0,16,16,,,강원도 강릉시 강변로 670번길13(두산동),128.924373744,37.7650299699,강원도 강릉시 두산동 273(컨테이너 창고건물),강원도 강릉시 두산길 19-15(컨테이너 창고건물),영업소,㈜현대관광렌트카,4200000,강원도 강릉시
2019-07-03,033-644-4568,,,,,,,,00:00,09:00,,,,,,,,0,0,0,15,15,,,강원도 강릉시 율곡로 2580 (청량동),128.900062,37.763606,강원도 강릉시 교동 129-6,강원도 강릉시 용지로 174 (교동),영업소,㈜제이원렌트카,4200000,강원도 강릉시
2019-07-03,033-651-8311,,,,,,,,00:00,09:00,,,,,,,,0,0,0,0,0,,,강원도 강릉시 동해대로3456번길 22-12,128.939204,37.763977,강원도 강릉시 병산동 326-4,강원도 강릉시 공항길29번길 17(병산동),영업소,(유)에코렌트카,4200000,강원도 강릉시
2019-07-03,033-641-8585,,,,,,,,00:00,09:00,,,,,,,,0,0,0,11,11,,,강원도 강릉시 하슬라로 38(홍제동),128.877611,37.755254,강원도 강릉시 홍제동 989-1,강원도 강릉시 하슬라로 38 (홍제동),영업소,㈜동양렌트카,4200000,강원도 강릉시
2019-07-03,033-641-9994,,,,,,,,00:00,09:00,,,,,,,,0,0,0,15,15,,,강원도 강릉시 성덕로 126,128.879852,37.755224,강원도 강릉시 홍제동 991,강원도 강릉시 하슬라로 18 (홍제동),영업소,㈜동양렌트카,4200000,강원도 강릉시
2019-07-03,033-534-1050,,,,,,,,00:00,09:00,,,,,,,,0,0,0,7,7,,,강원도 강릉시 옥계면 동해대로 301,129.0489565,37.617166,강원도 강릉시 옥계면 주수리 202,강원도 강릉시 옥계면 동해대로 301,영업소,㈜동양렌트카,4200000,강원도 강릉시
2019-07-03,033-661-4505,,,,,,,,00:00,09:00,,,,,,,,0,0,1,11,12,,,강원도 강릉시 연곡면 연주로 176-6,128.8252447189,37.8841277774,강원도 강릉시 주문진읍 교항리 119-11,강원도 강릉시 주문진읍 주문로 4,영업소,㈜동양렌트카,4200000,강원도 강릉시
2019-07-03,033-643-4930,,,,,,,,00:00,09:00,,,,,,,,0,0,1,1,2,,,강원도 강릉시 동해대로3456번길 22-12,128.861318675,37.7969420377,강원도 강릉시 대전동 산19-10,강원도 강릉시 동해대로3456번길 22-12(대전동),영업소,㈜동양렌트카,4200000,강원도 강릉시
2019-07-03,033-642-4417,,,,,,,,00:00,09:00,,,,,,,,0,0,1,29,30,,,강원도 강릉시 대전동 206-3,128.900639,37.762141,강원도 강릉시 옥천동 319-1,"강원도 강릉시 옥가로 66, 1층 (옥천동)",영업소,㈜금강렌트카,4200000,강원도 강릉시
2019-07-03,033-645-0550,,,,,,,,00:00,09:00,,,,,,,,0,0,1,8,9,,,강원도 강릉시 강릉시 사천면 사기막리 515-5,128.879852,37.755224,"강원도 강릉시 홍제동 991, 지하1층 2호","강원도 강릉시 하슬라로 18, 지하1층 2호(홍제동)",영업소,㈜금강렌트카,4200000,강원도 강릉시
2019-07-03,033-635-0015,,,,,,,,00:00,09:00,,,,,,,,0,0,4,29,33,,,강원도 강릉시 강릉대로 366 (포남동),128.901466,37.763433,강원도 강릉시 옥천동 298-1,"강원도 강릉시 강릉대로 302, 1층 (옥천동)",영업소,에이제이렌터카㈜,4200000,강원도 강릉시
2019-07-03,033-642-8000,,,,,,,,00:00,09:00,,,,,,,,0,0,17,192,209,,,강원도 강릉시 지변동 609,128.881916,37.755059,강원도 강릉시 교동 1743-1,강원도 강릉시 원대로 6 (교동),영업소,롯데렌탈㈜,4200000,강원도 강릉시
2019-07-03,033-643-0990,,,,,,,,00:00,09:00,,,,,,,,0,0,0,3,3,,,강원도 강릉시 연곡면 남평길 27-17,128.84487894,37.8572722649,강원도 강릉시 연곡면 동덕리 424-13,강원도 강릉시 연곡면 남평길 27-17,영업소,㈜글로리렌트카,4200000,강원도 강릉시
2019-07-03,033-641-3534,,,,,,,,00:00,09:00,,,,,,,,0,0,0,6,6,,,강원도 강릉시 연곡면 연주로 169,128.836498,37.8708692,강원도 강릉시 연곡면 영진리 355-4,강원도 강릉시 연곡면 영진길 3,영업소,㈜신형렌트카,4200000,강원도 강릉시
2019-07-03,033-653-0772,,,,,,,,00:00,09:00,,,,,,,,0,0,1,4,5,,,강원도 강릉시 강변로534번길 85 (입암동),128.925954,37.7668531,강원도 강릉시 입암동 21-21,강원도 강릉시 강변로534번길 85 (입암동),영업소,㈜광명렌트카,4200000,강원도 강릉시
2019-07-03,033-650-8544,,,,,,,,00:00,09:00,,,,,,,,0,0,0,13,13,,,강원도 강릉시 강변로604번길 11-4 (입암동),128.926639,37.7676829,강원도 강릉시 입암동 691-8,강원도 강릉시 강변로604번길 11-4(입암동),영업소,기아자동차㈜,4200000,강원도 강릉시
2019-07-03,033-641-3946,,,,,,,,00:00,09:00,,,,,,,,0,0,0,36,36,,,강원도 강릉시 구정면 학산리 651,128.895492,37.766499,강원도 강릉시 교동 288-7,강원도 강릉시 화부산로 161 (교동),영업소,마춤카㈜,4200000,강원도 강릉시
2019-07-03,033-643-1022,강주만,,,,,,,00:00,09:00,,,,,,,,0,0,2,55,57,,,강원도 강릉시 강변로534번길 55 (입암동),128.877227,37.7552766,강원도 강릉시 홍제동 988,강원도 강릉시 하슬라로 40(홍제동),주사업장,코바렌터카㈜,4200000,강원도 강릉시
2019-07-03,033-655-7977,박종대,,,,,,,00:00,09:00,,,,,,,,0,0,4,144,148,,,강원도 강릉시 회산동 235-7,128.879852,37.755224,강원도 강릉시 홍제동 991,강원도 강릉시 하슬라로 18(홍제동),주사업장,(유)더굿카,4200000,강원도 강릉시
2019-07-03,033-643-4664,조대현,,,,,,,00:00,09:00,,,,,,,,0,0,3,86,89,,,강원도 강릉시 하슬라로 18(홍제동),128.879852,37.755224,강원도 강릉시 홍제동 991,강원도 강릉시 하슬라로 18(홍제동),주사업장,브이아이피렌트카㈜,4200000,강원도 강릉시
2019-07-03,033-647-9443,이서해,,,,,,,00:00,09:00,,,,,,,,0,0,12,116,128,,,강원도 강릉시 하슬라로 14(홍제동),128.880387,37.755246,강원도 강릉시 홍제동 233-9,강원도 강릉시 하슬라로 14(홍제동),주사업장,현대디씨렌트카㈜,4200000,강원도 강릉시
2019-11-26,031-552-1003,,,,,,,,19:00,09:00,,,,,,,,0,0,3,53,56,,,"경기도 구리시 경춘북로229(갈매동), 대일주차장",127.1412071350,37.6074070639,,"경기도 구리시 건원대로76번길 34, 삼보종합상가 B9호(지하)",주사업장,삼보렌트카,3980000,경기도 구리시
2019-11-26,02-900-0041,,,,,,,,19:00,09:00,,,,,,,,0,0,0,2,2,,,"서울특별시 중랑구 중화동 73-6, 73-7 오케이파킹중랑역사주차장",127.0418826470,37.6594962086,,"서울특별시 도봉구 도봉로 618, 1층 100호(창동)",영업소,우리렌트카 도봉구영업소,3980000,경기도 구리시
2019-11-26,02-469-4117,,,,,,,,19:00,09:00,,,,,,,,0,0,0,8,8,,,서울특별시 성동구 성수동2가 231-1,127.054036,37.545699,,"서울특별시 성동구 아차산로7길 3, 409호(성수동2가)",영업소,우리렌트카 성동구영업소,3980000,경기도 구리시
2019-05-22,054-000-0000,,,,,,,,18:00,09:00,,,,,,,,0,0,0,0,0,,경상북도 문경시 모전동 1024,,128.204209,36.601152,,"경상북도 문경시 신흥시장길 19, 다동 101호",영업소,㈜엠케이렌트카 문경영업소(1),5120000,경상북도 문경시
2019-05-22,054-000-0000,,,,,,,,18:00,09:00,,,,,,,,0,0,0,7,7,,,경상북도 문경시 매봉로 104,128.1861473,36.591797,,"경상북도 문경시 반쟁이3길 16, 1층",영업소,㈜굿모닝렌트카 문경영업소,5120000,경상북도 문경시
2019-05-22,054-556-8254,,,,,,,,18:00,09:00,,,,,,,,0,0,6,1,7,,,경상북도 문경시 매봉로 121,128.186136,36.591796,,경상북도 문경시 매봉로 121,영업소,조은렌트카㈜ 문경영업소,5120000,경상북도 문경시
2019-05-22,054-000-0000,,,,,,,,18:00,09:00,,,,,,,,0,0,0,7,7,,,경상북도 문경시 용지마길 11,128.1947991,36.5821897,,경상북도 문경시 용지마길 11,영업소,㈜인스렌터카 문경영업소,5120000,경상북도 문경시
2019-05-22,054-555-6420,,,,,,,,18:00,09:00,,,,,,,,0,0,3,4,7,,,경상북도 문경시 농암면 청화로 1123,128.1942329,36.5858829,,경상북도 문경시 신흥로 21,영업소,㈜영호렌트카 문경영업소,5120000,경상북도 문경시
2019-05-22,054-552-2700,,,,,,,,18:00,09:00,,,,,,,,0,0,2,4,6,,,경상북도 문경시 공평동 51-4,128.201945,36.594685,,경상북도 문경시 신흥로 154,영업소,㈜경원렌트카 문경영업소,5120000,경상북도 문경시
2019-05-22,054-555-3100,,,,,,,,18:00,09:00,,,,,,,,0,0,2,3,5,,,경상북도 문경시 점촌역길 3,128.202761,36.595436,,경상북도 문경시 점촌역길 3,영업소,㈜주식회사씨엔에스렌트카 문경영업소,5120000,경상북도 문경시
